CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
283461	1903.69897	19229019324	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	-0.12848	1.26531	0	-0.12848	1.26531	0	0.61556	0.96545	21.74957	0.87401	0	0.68349	0.97496	27.86057	0.87401	1	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00595	1	0.53229	0.89167	0	
283462	1903.70569	19229086913	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	-0.12848	1.26531	0	-0.12848	1.26531	0	0.61556	0.96545	21.74957	0.87401	0	0.70601	0.97526	29.18694	0.87401	1	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00601	1	0.53229	0.89167	0	
283463	1903.71240	19229154762	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	-0.12848	1.26531	0	-0.12848	1.26531	0	0.61556	0.96545	21.74957	0.87401	0	0.68939	0.97158	21.09667	0.87401	1	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00466	1	0.53229	0.89167	0	
283464	1903.71899	19229219556	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	-0.12848	1.26531	0	-0.12848	1.26531	0	0.61556	0.96545	21.74957	0.87401	0	0.72261	0.97677	29.06882	0.87401	1	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00595	1	0.53229	0.89167	0	
283465	1903.72620	19229292225	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	-0.12848	1.26531	0	-0.12848	1.26531	0	0.61556	0.96545	21.74957	0.87401	0	0.74758	0.98102	28.78082	0.87401	1	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00623	1	0.53229	0.89167	0	
283466	1903.73315	19229361364	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	-0.12848	1.26531	0	-0.12848	1.26531	0	0.61556	0.96545	21.74957	0.87401	0	0.73204	0.97526	19.80089	0.87401	1	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00435	1	0.53229	0.89167	0	
283467	1903.74060	19229436065	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	-0.12848	1.26531	0	-0.12848	1.26531	0	0.61556	0.96545	21.74957	0.87401	0	0.76570	0.98461	25.96974	0.87401	1	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00573	1	0.53229	0.89167	0	
283468	1903.74573	19229488020	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	-0.12848	1.26531	0	-0.12848	1.26531	0	0.61556	0.96545	21.74957	0.87401	0	0.78948	0.99053	24.36750	0.87401	1	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00540	1	0.53229	0.89167	0	
283469	1903.75256	19229555907	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	-0.12848	1.26531	0	-0.12848	1.26531	0	0.61556	0.96545	21.74957	0.87401	0	0.77751	0.98327	8.00527	0.87401	1	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00209	1	0.53229	0.89167	0	
283470	1903.75940	19229623787	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	-0.12848	1.26531	0	-0.12848	1.26531	0	0.61556	0.96545	21.74957	0.87401	0	0.80659	0.99431	21.97258	0.87401	1	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00523	1	0.53229	0.89167	0	
283471	1903.76611	19229690762	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	-0.12848	1.26531	0	-0.12848	1.26531	0	0.61556	0.96545	21.74957	0.87401	0	0.82735	1.00077	22.42091	0.87401	1	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00578	1	0.53229	0.89167	0	
283472	1903.77271	19229757160	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	-0.12848	1.26531	0	-0.12848	1.26531	0	0.61556	0.96545	21.74957	0.87401	0	0.83935	1.00097	16.12618	0.87401	1	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00500	1	0.53229	0.89167	0	
283473	1903.77954	19229825117	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	-0.12848	1.26531	0	-0.12848	1.26531	0	0.61556	0.96545	21.74957	0.87401	0	0.84279	1.00144	21.33890	0.87401	1	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00550	1	0.53229	0.89167	0	
283474	1903.78589	19229889443	0.21644	0.57419	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	1	0.43289	1.14838	1	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	1	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283475	1903.79260	19229956202	0.43289	1.14838	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283476	1903.79944	19230025051	0.43289	1.14838	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283477	1903.80627	19230092334	0.43289	1.14838	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283478	1903.81287	19230158728	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283479	1903.81970	19230226712	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283480	1903.82617	19230292032	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283481	1903.83289	19230358986	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283482	1903.83948	19230425322	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283483	1903.84644	19230494831	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283484	1903.85303	19230560006	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283485	1903.85962	19230626157	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283486	1903.86621	19230692413	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283487	1903.87305	19230761119	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283488	1903.87964	19230826764	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283489	1903.88647	19230895019	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283490	1903.89319	19230962431	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283491	1903.90002	19231030198	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283492	1903.90662	19231096150	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283493	1903.91333	19231163843	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283494	1903.92017	19231231554	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283495	1903.92651	19231295754	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283496	1903.93323	19231362729	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283497	1903.94006	19231430272	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283498	1903.94690	19231499220	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283499	1903.95349	19231565224	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283500	1903.96021	19231632766	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283501	1903.96692	19231699792	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283502	1903.97375	19231767149	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283503	1903.98022	19231832401	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283504	1903.98706	19231900360	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283505	1903.99377	19231967781	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283506	1904.00073	19232037115	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283507	1904.00708	19232101070	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283508	1904.01379	19232167831	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283509	1904.02051	19232235472	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283510	1904.02722	19232301947	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283511	1904.03369	19232367265	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283512	1904.04065	19232436330	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283513	1904.04724	19232502429	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283514	1904.05408	19232570584	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283515	1904.06079	19232637864	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283516	1904.06738	19232703770	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283517	1904.07361	19232766566	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283518	1904.08081	19232837739	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283519	1904.08740	19232903855	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283520	1904.09424	19232972080	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283521	1904.10095	19233039551	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283522	1904.10754	19233105287	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283523	1904.11426	19233172651	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283524	1904.12085	19233238319	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283525	1904.12781	19233307846	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283526	1904.13440	19233374565	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283527	1904.14111	19233441631	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283528	1904.14807	19233510458	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283529	1904.15454	19233575678	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283530	1904.16125	19233642612	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283531	1904.16785	19233708760	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283532	1904.17456	19233775696	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283533	1904.18115	19233841607	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283534	1904.18799	19233909614	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283535	1904.19470	19233977366	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
283536	1904.20142	19234044646	0.00000	0.00000	1902.70093	0.16077	4111	0	0.51024	0.96628	0	0.43289	1.14838	0	0.43289	1.14838	0	0.61556	0.96545	21.74957	0.87401	0	0.81705	0.96889	7.01240	0.87401	0	-0.18066	-0.36349	2.49053	0.00440	0	0.02398	-0.08923	0.58151	0.00194	1	0.53229	0.89167	0	
