CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
280814	1885.91504	19051180934	0.48601	0.44168	1885.78735	0.12769	4073	1	0.49031	0.50202	1	0.47954	0.46630	1	0.48492	0.48416	1	0.33600	0.54670	17.61154	1.07606	1	0.60203	0.56710	19.77315	1.06817	1	-0.03961	-0.01060	0.63651	0.00358	1	0.02529	-0.01462	0.64135	0.00395	1	0.52240	0.53426	0	
280815	1885.92151	19051244667	0.48624	0.44188	1885.78735	0.13416	4073	1	0.49719	0.45455	1	0.48424	0.43709	1	0.49072	0.44582	1	0.33605	0.54675	17.51275	1.06817	1	0.60211	0.56721	19.70443	1.06817	1	-0.03961	-0.01060	0.63651	0.00356	1	0.02529	-0.01462	0.64135	0.00396	1	0.52240	0.53426	0	VAR TRIAL_LOG EVENT=FIXATION;GROUP=CHICKEN;SENTENCE_ID=34;SENTENCE=AT THE CINEMA, THE GIRL ATE POPCORN.;CONDITION=MOTION;STIMULUS_NAME=POPCORN;AUDIO=34_POPCORN.OGG;SSTIM_TL=FISHING;SSTIM_TR=KEYBOARD;SSTIM_BL=POPCORN;SSTIM_BR=DICE;TARGET_POS=BL;LOCATION_CUE=CINEMA;VERB_CUE_TIMING=1685;VERB_CUE=ATE;TARGET_CUE_TIMING=2182;TRIAL=0
280816	1885.92847	19051314569	0.48623	0.44178	1885.78735	0.14111	4073	1	0.49119	0.44862	1	0.48125	0.43104	1	0.48622	0.43983	1	0.33614	0.54688	17.92052	1.06817	1	0.60222	0.56731	19.67504	1.06817	1	-0.03961	-0.01060	0.63651	0.00354	1	0.02529	-0.01462	0.64135	0.00402	1	0.52240	0.53426	0	
280817	1885.93457	19051376245	0.48623	0.44170	1885.78735	0.14722	4073	1	0.49119	0.44862	1	0.48125	0.43104	1	0.48622	0.43983	1	0.33620	0.54688	18.04180	1.06817	1	0.60215	0.56740	19.70859	1.06817	1	-0.03961	-0.01060	0.63651	0.00351	1	0.02529	-0.01472	0.64135	0.00401	1	0.52240	0.53426	0	
280818	1885.94128	19051443567	0.48652	0.44253	1885.78735	0.15393	4073	1	0.49791	0.46955	1	0.48822	0.45370	1	0.49307	0.46163	1	0.33618	0.54695	18.00947	1.06817	1	0.60226	0.56738	19.58143	1.06817	1	-0.03961	-0.01060	0.63651	0.00350	1	0.02529	-0.01472	0.64135	0.00401	1	0.52240	0.53426	0	
280819	1885.94824	19051513210	0.48705	0.44233	1885.78735	0.16089	4073	1	0.51074	0.42723	1	0.48894	0.44792	1	0.49984	0.43757	1	0.33611	0.54708	17.70801	1.06817	1	0.60227	0.56743	19.42687	1.06817	1	-0.03961	-0.01060	0.63651	0.00356	1	0.02529	-0.01472	0.64135	0.00399	1	0.52240	0.53426	0	
280820	1885.95520	19051581952	0.48755	0.44223	1885.78735	0.16785	4073	1	0.51074	0.42723	1	0.48924	0.45240	1	0.49999	0.43982	1	0.33621	0.54698	17.72114	1.06817	1	0.60228	0.56744	19.39924	1.06110	1	-0.04025	-0.01082	0.64678	0.00350	1	0.02482	-0.01442	0.62818	0.00400	1	0.52240	0.53426	0	
280821	1885.96216	19051652187	0.48745	0.44234	1885.78735	0.17480	4073	1	0.47530	0.44368	1	0.49436	0.44625	1	0.48483	0.44496	1	0.33625	0.54699	17.83474	1.06110	1	0.60231	0.56736	19.54032	1.05403	1	-0.04025	-0.01082	0.64678	0.00351	1	0.02482	-0.01442	0.62818	0.00399	1	0.52240	0.53426	0	VAR TRIAL_LOG EVENT=PREVIEW;GROUP=CHICKEN;SENTENCE_ID=34;SENTENCE=AT THE CINEMA, THE GIRL ATE POPCORN.;CONDITION=STATIC;STIMULUS_NAME=POPCORN;AUDIO=34_POPCORN.OGG;SSTIM_TL=FISHING;SSTIM_TR=KEYBOARD;SSTIM_BL=POPCORN;SSTIM_BR=DICE;TARGET_POS=BL;LOCATION_CUE=CINEMA;VERB_CUE_TIMING=1685;VERB_CUE=ATE;TARGET_CUE_TIMING=2182;TRIAL=0
280822	1885.96899	19051720677	0.48699	0.44250	1885.78735	0.18164	4073	1	0.48294	0.44028	1	0.46641	0.45381	1	0.47468	0.44705	1	0.33624	0.54705	17.72764	1.05403	1	0.60229	0.56736	19.64538	1.04697	1	-0.04025	-0.01082	0.64678	0.00349	1	0.02482	-0.01442	0.62818	0.00396	1	0.52240	0.53426	0	
280823	1885.97571	19051787619	0.48659	0.44282	1885.78735	0.18835	4073	1	0.48405	0.44493	1	0.46686	0.45836	1	0.47545	0.45164	1	0.33624	0.54707	17.73958	1.04697	1	0.60227	0.56740	19.61327	1.03990	1	-0.03961	-0.01069	0.63651	0.00351	1	0.02482	-0.01442	0.62818	0.00394	1	0.52240	0.53426	0	
280824	1885.98157	19051846017	0.48627	0.44264	1885.78735	0.19421	4073	1	0.47841	0.42313	1	0.47538	0.45198	1	0.47689	0.43756	1	0.33615	0.54714	17.69278	1.03990	1	0.60233	0.56734	19.89037	1.03990	1	-0.03961	-0.01069	0.63651	0.00356	1	0.02482	-0.01442	0.62818	0.00391	1	0.52240	0.53426	0	
280825	1885.98840	19051913632	0.48598	0.44268	1885.78735	0.20105	4073	1	0.47927	0.42785	1	0.47516	0.45997	1	0.47721	0.44391	1	0.33628	0.54698	17.84539	1.03990	1	0.60241	0.56734	19.79110	1.03990	1	-0.03961	-0.01069	0.63651	0.00350	1	0.02482	-0.01442	0.62818	0.00393	1	0.52240	0.53426	0	
280826	1885.99487	19051979290	0.48570	0.44265	1885.78735	0.20752	4073	1	0.47927	0.42785	1	0.47476	0.45545	1	0.47702	0.44165	1	0.33625	0.54702	17.79996	1.03990	1	0.60248	0.56722	18.92585	1.04697	1	-0.04025	-0.01082	0.64678	0.00351	1	0.02533	-0.01468	0.63974	0.00398	1	0.52240	0.53426	0	
280827	1886.00293	19052059376	0.48532	0.44317	1885.78735	0.21558	4073	1	0.47387	0.46991	1	0.47261	0.44961	1	0.47324	0.45976	1	0.33627	0.54704	17.86605	1.04697	1	0.60254	0.56734	18.70173	1.05403	1	-0.04025	-0.01082	0.64678	0.00351	1	0.02533	-0.01468	0.63974	0.00401	1	0.52240	0.53426	0	
280828	1886.00879	19052118504	0.48509	0.44382	1885.78735	0.22144	4073	1	0.47480	0.46842	1	0.48041	0.46222	1	0.47761	0.46532	1	0.33621	0.54690	17.51682	1.05403	1	0.60243	0.56726	18.59862	1.06110	1	-0.04025	-0.01082	0.64678	0.00352	1	0.02533	-0.01468	0.63974	0.00403	1	0.52240	0.53426	0	
280829	1886.01526	19052182677	0.48486	0.44437	1885.78735	0.22791	4073	1	0.47364	0.46396	1	0.48041	0.46222	1	0.47703	0.46309	1	0.33604	0.54684	17.31386	1.06110	1	0.60235	0.56744	18.91338	1.06110	1	-0.04025	-0.01072	0.64678	0.00358	1	0.02482	-0.01442	0.62818	0.00398	1	0.52240	0.53426	0	
280830	1886.02246	19052254370	0.48507	0.44473	1885.78735	0.23511	4073	1	0.50294	0.44996	1	0.48130	0.46472	1	0.49212	0.45734	1	0.33602	0.54679	17.46916	1.06110	1	0.60244	0.56732	18.68835	1.05403	1	-0.04025	-0.01072	0.64678	0.00356	1	0.02482	-0.01442	0.62818	0.00403	1	0.52240	0.53426	0	
280831	1886.02917	19052321480	0.48504	0.44524	1885.78735	0.24182	4073	1	0.50097	0.45722	1	0.46725	0.46993	1	0.48411	0.46357	1	0.33601	0.54680	17.43807	1.05403	1	0.60237	0.56728	18.65110	1.04697	1	-0.04025	-0.01072	0.64678	0.00358	1	0.02482	-0.01442	0.62818	0.00398	1	0.52240	0.53426	0	
280832	1886.03577	19052388024	0.48503	0.44584	1885.78735	0.24841	4073	1	0.50198	0.46175	1	0.46769	0.47436	1	0.48484	0.46806	1	0.33601	0.54672	17.44564	1.04697	1	0.60232	0.56739	19.21606	1.03990	1	-0.03961	-0.01060	0.63651	0.00355	1	0.02482	-0.01442	0.62818	0.00399	1	0.52240	0.53426	0	
280833	1886.04199	19052450097	0.48539	0.44679	1885.78735	0.25464	4073	1	0.52492	0.49491	1	0.47255	0.47048	1	0.49874	0.48270	1	0.33598	0.54684	17.59257	1.03990	1	0.60223	0.56747	19.60498	1.03990	1	-0.03961	-0.01060	0.63651	0.00357	1	0.02482	-0.01442	0.62818	0.00394	1	0.52240	0.53426	0	
280834	1886.04919	19052522422	0.48592	0.44748	1885.78735	0.26184	4073	1	0.51740	0.48208	1	0.49634	0.46730	1	0.50687	0.47469	1	0.33583	0.54689	17.84438	1.03990	1	0.60222	0.56746	19.58645	1.03990	1	-0.03961	-0.01060	0.63651	0.00349	1	0.02482	-0.01442	0.62818	0.00395	1	0.52240	0.53426	0	
280835	1886.05591	19052589676	0.48643	0.44815	1885.78735	0.26855	4073	1	0.51740	0.48208	1	0.49634	0.46730	1	0.50687	0.47469	1	0.33571	0.54693	17.81118	1.03990	1	0.60227	0.56746	19.53429	1.03990	1	-0.03961	-0.01060	0.63651	0.00345	1	0.02452	-0.01429	0.62052	0.00396	1	0.52240	0.53426	0	
280836	1886.06226	19052652987	0.48673	0.44912	1885.78735	0.27490	4073	1	0.51228	0.48653	1	0.48566	0.49098	1	0.49897	0.48876	1	0.33554	0.54700	17.61010	1.03990	1	0.60216	0.56753	19.37328	1.03990	1	-0.03961	-0.01060	0.63651	0.00354	1	0.02452	-0.01429	0.62052	0.00395	1	0.52240	0.53426	0	
280837	1886.06909	19052721459	0.48675	0.44921	1885.78735	0.28174	4073	1	0.49697	0.43116	1	0.47840	0.47502	1	0.48769	0.45309	1	0.33554	0.54704	17.63932	1.03990	1	0.60215	0.56757	19.51519	1.03990	1	-0.03961	-0.01060	0.63651	0.00354	1	0.02452	-0.01429	0.62052	0.00394	1	0.52240	0.53426	0	
280838	1886.07556	19052785680	0.48677	0.44925	1885.78735	0.28821	4073	1	0.49697	0.43116	1	0.47803	0.47059	1	0.48750	0.45088	1	0.33555	0.54705	17.74304	1.03990	1	0.60199	0.56744	19.42615	1.04697	1	-0.03984	-0.01061	0.63719	0.00354	1	0.02511	-0.01466	0.63659	0.00391	1	0.52240	0.53426	0	
280839	1886.08240	19052854399	0.48671	0.44969	1885.78735	0.29504	4073	1	0.48769	0.45432	1	0.48015	0.48395	1	0.48392	0.46914	1	0.33541	0.54710	18.06573	1.04697	1	0.60188	0.56746	19.02543	1.05403	1	-0.03984	-0.01061	0.63719	0.00355	1	0.02511	-0.01466	0.63659	0.00397	1	0.52240	0.53426	0	
280840	1886.08948	19052924381	0.48667	0.44969	1885.78735	0.30212	4073	1	0.48029	0.42726	1	0.48967	0.47233	1	0.48498	0.44980	1	0.33539	0.54716	17.74739	1.05403	1	0.60176	0.56741	19.10435	1.06110	1	-0.03984	-0.01061	0.63719	0.00353	1	0.02511	-0.01466	0.63659	0.00390	1	0.52240	0.53426	0	
280841	1886.09583	19052988120	0.48662	0.44954	1885.78735	0.30847	4073	1	0.47917	0.42253	1	0.48905	0.46313	1	0.48411	0.44283	1	0.33536	0.54724	17.64297	1.06110	1	0.60181	0.56753	18.99624	1.07606	1	-0.03984	-0.01070	0.63720	0.00355	1	0.02631	-0.01539	0.66838	0.00397	1	0.52240	0.53426	0	
280842	1886.10229	19053052945	0.48662	0.44864	1885.78735	0.31494	4073	1	0.49432	0.42279	1	0.47954	0.38928	1	0.48693	0.40603	1	0.33523	0.54720	17.45636	1.07606	1	0.60184	0.56755	19.08759	1.08396	1	-0.03984	-0.01070	0.63720	0.00359	1	0.02631	-0.01539	0.66838	0.00398	1	0.52240	0.53426	0	
280843	1886.10974	19053128017	0.48677	0.44860	1885.78735	0.32239	4073	1	0.50869	0.42113	1	0.47314	0.43041	1	0.49092	0.42577	1	0.33510	0.54712	17.17983	1.08396	1	0.60169	0.56755	19.10894	1.09186	1	-0.03984	-0.01070	0.63720	0.00366	1	0.02631	-0.01539	0.66838	0.00400	1	0.52240	0.53426	0	
280844	1886.11780	19053207666	0.48705	0.44873	1885.78735	0.33044	4073	1	0.50766	0.41594	1	0.47353	0.43492	1	0.49059	0.42543	1	0.33516	0.54722	17.60763	1.09186	1	0.60178	0.56726	18.80925	1.08479	1	-0.03984	-0.01070	0.63720	0.00355	1	0.02468	-0.01445	0.62943	0.00391	1	0.52240	0.53426	0	
280845	1886.12561	19053286367	0.48766	0.44903	1885.78735	0.33826	4073	1	0.50575	0.41457	1	0.49843	0.43396	1	0.50209	0.42426	1	0.33487	0.54727	17.69781	1.08479	1	0.60157	0.56743	19.23604	1.06983	1	-0.03984	-0.01070	0.63720	0.00358	1	0.02468	-0.01445	0.62943	0.00397	1	0.52240	0.53426	0	
280846	1886.12915	19053322269	0.48794	0.44933	1885.78735	0.34180	4073	1	0.49824	0.41671	1	0.48903	0.45691	1	0.49363	0.43681	1	0.33478	0.54706	17.52025	1.06983	1	0.60149	0.56737	19.55369	1.05487	1	-0.03984	-0.01070	0.63720	0.00356	1	0.02468	-0.01445	0.62943	0.00395	1	0.52240	0.53426	0	
280847	1886.13586	19053389394	0.48824	0.44972	1885.78735	0.34851	4073	1	0.49925	0.42150	1	0.48903	0.45697	1	0.49414	0.43923	1	0.33480	0.54706	17.60728	1.06267	1	0.60146	0.56740	19.37186	1.05477	1	-0.04130	-0.01101	0.65805	0.00356	1	0.02518	-0.01472	0.64345	0.00395	1	0.52240	0.53426	0	
280848	1886.14307	19053460575	0.48816	0.44966	1885.78735	0.35571	4073	1	0.48270	0.43937	1	0.46985	0.40458	1	0.47627	0.42197	1	0.33462	0.54706	17.95964	1.06258	1	0.60114	0.56712	19.57580	1.06965	1	-0.04130	-0.01101	0.65805	0.00355	1	0.02518	-0.01472	0.64345	0.00387	1	0.52240	0.53426	0	
280849	1886.14978	19053527548	0.48795	0.44974	1885.78735	0.36243	4073	1	0.48142	0.42851	1	0.46866	0.44885	1	0.47504	0.43868	1	0.33461	0.54708	17.93138	1.07745	1	0.60112	0.56729	19.61249	1.08452	1	-0.04130	-0.01101	0.65805	0.00356	1	0.02518	-0.01472	0.64345	0.00391	1	0.52240	0.53426	0	
280850	1886.15637	19053594456	0.48770	0.44948	1885.78735	0.36902	4073	1	0.48033	0.42389	1	0.46778	0.43949	1	0.47406	0.43169	1	0.33466	0.54711	17.83971	1.08452	1	0.60122	0.56715	19.47956	1.09948	1	-0.04031	-0.01078	0.64154	0.00349	1	0.02553	-0.01495	0.65362	0.00390	1	0.52240	0.53426	0	
280851	1886.16248	19053654621	0.48775	0.44876	1885.78735	0.37512	4073	1	0.49537	0.42513	1	0.49115	0.44188	1	0.49326	0.43351	1	0.33446	0.54726	17.64865	1.09168	1	0.60109	0.56720	19.44877	1.09958	1	-0.04031	-0.01078	0.64154	0.00357	1	0.02553	-0.01495	0.65362	0.00393	1	0.52240	0.53426	0	
280852	1886.17004	19053731185	0.48760	0.44793	1885.78735	0.38269	4073	1	0.48593	0.41830	1	0.48410	0.44525	1	0.48502	0.43178	1	0.33445	0.54720	17.47190	1.09177	1	0.60107	0.56716	19.30058	1.09967	1	-0.04031	-0.01078	0.64154	0.00360	1	0.02553	-0.01495	0.65362	0.00395	1	0.52240	0.53426	0	
280853	1886.17664	19053796475	0.48744	0.44714	1885.78735	0.38928	4073	1	0.48476	0.41313	1	0.48410	0.44525	1	0.48443	0.42919	1	0.33445	0.54713	17.36999	1.09967	1	0.60097	0.56727	19.57279	1.09967	1	-0.04183	-0.01112	0.66492	0.00359	1	0.02492	-0.01463	0.64167	0.00391	1	0.52240	0.53426	0	
280854	1886.18323	19053862045	0.48648	0.44648	1885.78735	0.39587	4073	1	0.45196	0.42288	1	0.45953	0.39028	1	0.45575	0.40658	1	0.33340	0.54688	18.12436	1.10747	1	0.59961	0.56659	19.18207	1.09958	1	-0.04183	-0.01112	0.66492	0.00372	1	0.02492	-0.01463	0.64167	0.00403	1	0.52240	0.53426	0	
280855	1886.18970	19053927606	0.48425	0.44550	1885.78735	0.40234	4073	1	0.40261	0.36906	1	0.38479	0.37768	1	0.39370	0.37337	1	0.33211	0.54667	18.78290	1.10738	1	0.59804	0.56623	19.36255	1.09948	1	-0.04183	-0.01112	0.66492	0.00368	1	0.02492	-0.01463	0.64167	0.00413	1	0.52240	0.53426	0	
280856	1886.19617	19053991436	0.46854	0.42049	1885.78735	0.40234	4073	0	0.40427	0.37452	1	0.38580	0.38313	1	0.39503	0.37882	1	0.33168	0.54647	18.41007	1.09948	1	0.59761	0.56593	18.96132	1.09159	1	-0.04108	-0.01071	0.64304	0.00361	1	0.02396	-0.01432	0.63660	0.00414	1	0.52240	0.53426	0	
280857	1886.20337	19054063523	0.37961	0.36182	1885.78735	0.40234	4073	0	0.29356	0.32580	1	0.28783	0.28051	1	0.29069	0.30315	1	0.32852	0.54595	19.05283	1.08378	1	0.59363	0.56514	19.83689	1.08378	1	-0.04108	-0.01071	0.64304	0.00374	1	0.02396	-0.01432	0.63660	0.00410	1	0.52240	0.53426	0	
280858	1886.20984	19054128321	0.33136	0.33618	1885.78735	0.40234	4073	0	0.24035	0.32647	1	0.22937	0.24335	1	0.23486	0.28491	1	0.32705	0.54590	19.49144	1.07597	1	0.59162	0.56480	19.72927	1.07597	1	-0.04108	-0.01071	0.64304	0.00367	1	0.02396	-0.01432	0.63660	0.00407	1	0.52240	0.53426	0	
280859	1886.21680	19054198256	0.25496	0.29494	1885.78735	0.40234	4073	0	0.24543	0.33761	1	0.23321	0.25591	1	0.23932	0.29676	1	0.32674	0.54588	18.89253	1.06118	1	0.59132	0.56463	19.81119	1.06118	1	-0.18032	-0.04707	2.83960	0.00386	0	0.02451	-0.01510	0.67539	0.00412	1	0.52240	0.53426	0	
280860	1886.22290	19054259153	0.20540	0.28592	1885.78735	0.40234	4073	0	0.16523	0.30074	1	0.14646	0.25304	1	0.15584	0.27689	1	0.32575	0.54592	19.34809	1.05420	1	0.58959	0.56431	20.37578	1.05420	1	-0.18032	-0.04707	2.83960	0.00418	0	0.02451	-0.01510	0.67539	0.00412	1	0.52240	0.53426	0	
280861	1886.23022	19054332716	0.19054	0.28644	1885.78735	0.40234	4073	0	0.16904	0.30509	1	0.15260	0.26990	1	0.16082	0.28750	1	0.32516	0.54602	19.24182	1.04721	1	0.58959	0.56427	20.37998	1.04721	1	-0.18032	-0.04707	2.83960	0.00399	0	0.02451	-0.01510	0.67539	0.00414	1	0.52240	0.53426	0	
280862	1886.23621	19054392103	0.18376	0.28815	1886.21680	0.01941	4074	1	0.17190	0.31064	1	0.15493	0.27587	1	0.16341	0.29326	1	0.32497	0.54576	19.25318	1.04023	1	0.58951	0.56394	19.70738	1.04023	1	-0.18032	-0.04707	2.83960	0.00401	0	0.02451	-0.01510	0.67539	0.00423	1	0.52240	0.53426	0	
280863	1886.24377	19054468262	0.17962	0.28764	1886.21680	0.02698	4074	1	0.15837	0.28489	1	0.16773	0.28631	1	0.16305	0.28560	1	0.32481	0.54582	19.42825	1.04023	1	0.58965	0.56405	19.78132	1.04023	1	-0.18032	-0.04707	2.83960	0.00395	0	0.02451	-0.01510	0.67539	0.00412	1	0.52240	0.53426	0	
280864	1886.25000	19054529599	0.17839	0.28694	1886.21680	0.03320	4074	1	0.17850	0.27443	1	0.16599	0.29251	1	0.17225	0.28347	1	0.32507	0.54585	19.78800	1.04023	1	0.58964	0.56404	19.58935	1.04023	1	-0.18032	-0.04707	2.83960	0.00410	0	0.02451	-0.01510	0.67539	0.00420	1	0.52240	0.53426	0	
280865	1886.25647	19054595427	0.17733	0.28597	1886.21680	0.03967	4074	1	0.17850	0.27443	1	0.16342	0.28590	1	0.17096	0.28016	1	0.32504	0.54599	19.73202	1.04023	1	0.58953	0.56414	19.97707	1.04812	1	-0.04094	-0.01041	0.62828	0.00406	1	0.02381	-0.01469	0.65744	0.00410	1	0.52240	0.53426	0	
280866	1886.26343	19054664137	0.17730	0.28303	1886.21680	0.04663	4074	1	0.18326	0.25961	1	0.17098	0.26527	1	0.17712	0.26244	1	0.32463	0.54595	19.49515	1.04812	1	0.58946	0.56416	20.16205	1.05602	1	-0.04094	-0.01041	0.62828	0.00408	1	0.02381	-0.01469	0.65744	0.00405	1	0.52240	0.53426	0	
280867	1886.27026	19054733405	0.17654	0.28145	1886.21680	0.05347	4074	1	0.17019	0.27940	1	0.17065	0.25820	1	0.17042	0.26880	1	0.32434	0.54595	19.19685	1.05602	1	0.58943	0.56416	20.07139	1.06392	1	-0.04094	-0.01041	0.62828	0.00386	1	0.02381	-0.01469	0.65744	0.00409	1	0.52240	0.53426	0	
280868	1886.27722	19054802851	0.17588	0.28017	1886.21680	0.06042	4074	1	0.16702	0.27298	1	0.17287	0.26421	1	0.16994	0.26860	1	0.32439	0.54586	19.22706	1.06392	1	0.58940	0.56421	20.26073	1.05685	1	-0.04094	-0.01041	0.62828	0.00385	1	0.02231	-0.01387	0.61858	0.00404	1	0.52240	0.53426	0	
280869	1886.28320	19054862451	0.17588	0.27947	1886.21680	0.06641	4074	1	0.17984	0.26739	1	0.17201	0.27773	1	0.17592	0.27256	1	0.32423	0.54573	19.09771	1.05685	1	0.58922	0.56434	20.19791	1.04189	1	-0.04094	-0.01041	0.62828	0.00388	1	0.02231	-0.01387	0.61858	0.00409	1	0.52240	0.53426	0	
280870	1886.29004	19054930967	0.17686	0.28154	1886.21680	0.07324	4074	1	0.18096	0.32323	1	0.19421	0.28521	1	0.18759	0.30422	1	0.32448	0.54584	19.35695	1.04189	1	0.58923	0.56429	20.37733	1.02693	1	-0.04094	-0.01041	0.62828	0.00416	1	0.02231	-0.01387	0.61858	0.00406	1	0.52240	0.53426	0	
280871	1886.29675	19054997372	0.17801	0.28399	1886.21680	0.07996	4074	1	0.18700	0.33492	1	0.19662	0.29193	1	0.19181	0.31342	1	0.32431	0.54604	19.66152	1.02693	1	0.58913	0.56410	20.49860	1.01903	1	-0.04027	-0.01020	0.61523	0.00401	1	0.02325	-0.01444	0.64607	0.00403	1	0.52240	0.53426	0	
280872	1886.30371	19055067572	0.17876	0.28379	1886.21680	0.08691	4074	1	0.19992	0.29290	1	0.17709	0.26941	1	0.18850	0.28116	1	0.32378	0.54585	19.63096	1.01903	1	0.58899	0.56412	20.59521	1.02609	1	-0.04027	-0.01020	0.61523	0.00381	1	0.02325	-0.01444	0.64607	0.00406	1	0.52240	0.53426	0	
280873	1886.31030	19055132864	0.17834	0.28362	1886.21680	0.09351	4074	1	0.17907	0.29819	1	0.16586	0.26451	1	0.17247	0.28135	1	0.32351	0.54596	19.27306	1.02609	1	0.58888	0.56402	19.94358	1.03316	1	-0.04027	-0.01020	0.61523	0.00394	1	0.02325	-0.01444	0.64607	0.00408	1	0.52240	0.53426	0	
280874	1886.31689	19055198527	0.17788	0.28330	1886.21680	0.10010	4074	1	0.17619	0.29241	1	0.16586	0.26451	1	0.17103	0.27846	1	0.32356	0.54571	19.03488	1.03316	1	0.58887	0.56413	20.09502	1.03316	1	-0.04081	-0.01036	0.62211	0.00394	1	0.02238	-0.01392	0.62302	0.00410	1	0.52240	0.53426	0	
280875	1886.32373	19055267344	0.17836	0.28398	1886.21680	0.10693	4074	1	0.19348	0.29694	1	0.17847	0.29272	1	0.18598	0.29483	1	0.32335	0.54603	19.47092	1.03316	1	0.58868	0.56410	20.11787	1.02609	1	-0.04081	-0.01036	0.62211	0.00383	1	0.02238	-0.01392	0.62302	0.00410	1	0.52240	0.53426	0	
280876	1886.33057	19055336149	0.17907	0.28570	1886.21680	0.11377	4074	1	0.18194	0.34696	1	0.20043	0.28297	1	0.19118	0.31497	1	0.32355	0.54596	19.20705	1.02609	1	0.58844	0.56412	20.43494	1.01903	1	-0.04081	-0.01036	0.62211	0.00415	1	0.02238	-0.01392	0.62302	0.00408	1	0.52240	0.53426	0	
280877	1886.33728	19055403269	0.17978	0.28738	1886.21680	0.12048	4074	1	0.18484	0.35240	1	0.20043	0.28297	1	0.19263	0.31769	1	0.32366	0.54599	19.04650	1.01903	1	0.58837	0.56412	20.43271	1.01903	1	-0.04057	-0.01023	0.61703	0.00423	1	0.02305	-0.01443	0.64573	0.00411	1	0.52240	0.53426	0	
280878	1886.34351	19055465024	0.17977	0.28890	1886.21680	0.12671	4074	1	0.18162	0.31870	1	0.17751	0.31682	1	0.17956	0.31776	1	0.32273	0.54586	19.46588	1.01903	1	0.58820	0.56417	20.41484	1.02609	1	-0.04057	-0.01023	0.61703	0.00390	1	0.02305	-0.01443	0.64573	0.00408	1	0.52240	0.53426	0	
280879	1886.35071	19055536908	0.18067	0.29012	1886.21680	0.13391	4074	1	0.19968	0.31265	1	0.19771	0.31628	1	0.19869	0.31446	1	0.32267	0.54612	19.88429	1.02609	1	0.58814	0.56396	20.28399	1.03316	1	-0.04057	-0.01023	0.61703	0.00384	1	0.02305	-0.01443	0.64573	0.00408	1	0.52240	0.53426	0	
280880	1886.35730	19055603135	0.18138	0.29097	1886.21680	0.14050	4074	1	0.19691	0.30697	1	0.19558	0.31052	1	0.19625	0.30874	1	0.32265	0.54597	19.74355	1.03316	1	0.58807	0.56399	20.60610	1.04023	1	-0.04083	-0.01024	0.61808	0.00382	1	0.02304	-0.01444	0.64834	0.00410	1	0.52240	0.53426	0	
280881	1886.36389	19055669603	0.18205	0.29132	1886.21680	0.14709	4074	1	0.20265	0.31025	1	0.19070	0.28795	1	0.19668	0.29910	1	0.32273	0.54548	19.18041	1.04023	1	0.58798	0.56387	20.41676	1.04023	1	-0.04083	-0.01024	0.61808	0.00396	1	0.02304	-0.01444	0.64834	0.00413	1	0.52240	0.53426	0	
280882	1886.37061	19055736390	0.18272	0.29101	1886.21680	0.15381	4074	1	0.18946	0.29868	1	0.20715	0.26884	1	0.19830	0.28376	1	0.32347	0.54530	19.71689	1.04023	1	0.58815	0.56320	20.06686	1.04023	1	-0.04083	-0.01024	0.61808	0.00434	1	0.02304	-0.01444	0.64834	0.00417	1	0.52240	0.53426	0	
280883	1886.37695	19055799148	0.18335	0.29072	1886.21680	0.16016	4074	1	0.18946	0.29868	1	0.20715	0.26884	1	0.19830	0.28376	1	0.32304	0.54501	19.47287	1.04023	1	0.58828	0.56280	19.63439	1.04023	1	-0.04180	-0.01046	0.63420	0.00416	1	0.02304	-0.01425	0.64833	0.00416	1	0.52240	0.53426	0	
280884	1886.38416	19055871638	0.18456	0.28883	1886.21680	0.16736	4074	1	0.20054	0.23735	1	0.22908	0.24590	1	0.21481	0.24163	1	0.32309	0.54460	19.51019	1.04023	1	0.58809	0.56234	20.23246	1.04023	1	-0.04180	-0.01046	0.63420	0.00414	1	0.02304	-0.01425	0.64833	0.00428	1	0.52240	0.53426	0	
280885	1886.39062	19055936692	0.18580	0.28628	1886.21680	0.17383	4074	1	0.22276	0.21896	1	0.21330	0.22100	1	0.21803	0.21998	1	0.32289	0.54450	19.91461	1.04023	1	0.58800	0.56230	20.22182	1.04023	1	-0.04180	-0.01046	0.63420	0.00398	1	0.02304	-0.01425	0.64833	0.00421	1	0.52240	0.53426	0	
280886	1886.39758	19056005744	0.18698	0.28402	1886.21680	0.18079	4074	1	0.22276	0.21896	1	0.21529	0.22738	1	0.21903	0.22317	1	0.32306	0.54449	20.15306	1.04023	1	0.58825	0.56201	19.86112	1.03316	1	-0.04127	-0.01021	0.62473	0.00402	1	0.02208	-0.01374	0.62530	0.00412	1	0.52240	0.53426	0	
